Row.names	elt2D_sorted_1	elt2D_sorted_2	elt2D_sorted_3	elt2D_sorted_4	elt2Delt7D_sorted_1	elt2Delt7D_sorted_2	elt2Delt7D_sorted_3	wt_sorted_1	wt_sorted_2	wt_sorted_3	wt_sorted_4	elt7D_sorted_1	elt7D_sorted_2	elt7D_sorted_3	sequence_id_list	gene_id_val	transcripts	chr_ce10	strand_ce10	start_min_ce10	stop_max_ce10	chromosome_ce11	start_min_ce11	end_max_ce11	strand_ce11	product_refseq	symbol_refseq	gene_name	chr	start	stop	strand
796	WBGene00001086	10.7816007889434	10.8533099149591	10.8155270432455	10.7756715522187	10.6615171484377	10.6448914025965	10.5341999879813	10.8934672284925	10.8878802635528	10.9161690196706	10.9497509884307	10.8769591855995	10.9724824186599	10.975116771243	R13G10.1	dpy-27	NM_065370	chrIII	-	3813891	3819659	III	3813909	3819677	-	NM_065370.4	dpy-27	dpy-27	III	3819679	3813553	-1
797	WBGene00001087	10.4829256332479	10.4618182177009	10.5038842116113	10.5305936859314	10.2448422341266	10.1771512267269	10.1264856037922	10.5302825159857	10.3502157523004	10.4253780640579	10.3406086593517	10.3139317666131	10.2198429195489	10.4377020455871	Y39A1B.3	dpy-28	NM_066978	chrIII	+	10763048	10776828	III	10763147	10776927	+	NM_066978.4	dpy-28	dpy-28	III	10777342	10763147	1
798	WBGene00001088	10.2675212168373	10.3513677906315	10.3260458916196	10.3337918616601	10.3182659466938	10.349588281773	10.5327455698463	10.0502469930828	10.0835749334619	10.0521907492413	10.0070522703991	10.2027599107359	10.1994675690397	10.1747007308501	ZK863.6	dpy-30	NM_073657	chrV	+	12191519	12191969	V	12191538	12191988	+	NM_073657.4	dpy-30	dpy-30	V	12192211	12191315	1
799	WBGene00001089	9.97281226544978	10.0266319976494	9.99565932454025	9.8751768678802	10.1771761833398	10.2933947937659	10.4774775290842	10.4609102444513	10.5182609962938	10.6314102358014	10.3904247583623	10.5822350519643	10.5809892182012	10.4808145567397	K04A8.6	dre-1	NM_072260	chrV	-	6533973	6537917	V	6533990	6537934	-	NM_072260.5	dre-1	dre-1	V	6546491	6533615	-1
800	WBGene00001090	8.80211033189514	8.79238259633336	8.60292986501765	8.80992794001154	8.46258087378201	8.60696072520649	8.00322403871522	8.17745043310939	7.8594973049231	7.85432040952911	7.74977547720854	7.62509563594037	7.64142901399461	7.80855767827022	F15B10.2	drh-1	NM_068617	chrIV	-	6607546	6613337	IV	6607557	6613348	-	NM_068617.7	drh-1	drh-1	IV	6613353	6607377	-1
801	WBGene00001092	7.37575084973338	7.58632183990509	7.30914576302523	7.37997896513648	7.19265805319805	7.49157449380762	7.22257731616934	7.49068661650918	7.13736629145265	7.14964852242645	7.24324783009113	7.17002913853889	7.20823267413847	6.8970733481819	F53A2.5	dro-1	NM_067349	chrIII	+	13342583	13343219	III	13342684	13343320	+	NM_067349.1	dro-1	dro-1	III	13343337	13342684	1
802	WBGene00001093	10.548860577677	10.4971661209385	10.4689538312514	10.4701911596323	10.3906752932147	10.3612048813817	10.330661470455	10.0559827288965	10.0760715156369	10.1190349689183	10.0271562039693	9.9338690823391	9.97611699508579	9.97152647464886	T12E12.4	drp-1	NM_001028204,NM_171344	chrIV	+	5538481	5541032	IV	5538490	5541041	+	NM_001028204.3,NM_171344.3	drp-1	drp-1	IV	5541365	5538490	1
803	WBGene00001094	11.4768723435038	11.4634213761075	11.4176501768265	11.4232478910602	11.7028877427919	11.7321649076617	11.6793133970306	10.9293525651354	10.9221837354282	10.9496581778492	10.9435384410758	10.7971563211303	10.8336498271915	10.8399609898308	B0464.1	dars-1	NM_066688	chrIII	-	9489237	9491125	III	9489321	9491209	-	NM_066688.3	dars-1	dars-1	III	9491236	9489162	-1
804	WBGene00001095	8.22633940281366	8.28381970480637	8.12977928606111	8.43153672896169	8.13936781170951	8.07719700380125	7.35621350491541	7.79677952571421	8.07764432270264	7.74434494484564	8.01977219957064	7.72244594500193	7.79209280363761	7.47814775379325	F10C2.6	dars-2	NM_073618	chrV	+	12048727	12052052	V	12048746	12052071	+	NM_073618.6	dars-2	dars-2	V	12052182	12048745	1
805	WBGene00001096	5.47314558400717	5.45817419380673	5.72924880877391	5.56009228513394	5.3223612334684	5.48220835501587	5.62000144085344	6.48118781475399	6.15854998127407	6.34211884180392	6.01495699826581	6.07235052167736	6.1320747972552	6.07072411323094	C18B12.3	dsc-1	NM_078096	chrX	-	15031394	15034471	X	15031464	15034541	-	NM_078096.1	dsc-1	dsc-1	X	15034541	15031438	-1
806	WBGene00001099	9.82188124141911	9.88627298805718	9.83776444943955	9.70260501529988	6.71895845475794	7.14170588637655	7.23830872497536	9.49299701101708	9.25394318101457	9.3280026765093	9.06745572811052	9.4611607344288	9.10362471695771	9.22050406359759	K02D7.4	dsc-4	NM_067502	chrIV	-	315119	320470	IV	315119	320470	-	NM_067502.5	dsc-4	dsc-4	IV	320576	315053	-1
807	WBGene00001101	11.2251880437973	11.2400796540749	11.3629253119632	11.2339457292197	11.2004256672244	11.1092967311546	11.3400911740957	11.4301004425648	11.1296508116337	11.3502669436824	11.0789570598042	11.1692431732263	11.3348029499573	11.2273930993571	C34F11.9	dsh-1	NM_062577,NM_062578,NM_062579	chrII	-	5214512	5225356	II	5214523	5225368	-	NM_062577.5,NM_062578.6,NM_062579.7	dsh-1	dsh-1	II	5225373	5214441	-1
808	WBGene00001102	7.64646832595678	7.24210603976736	7.3391567819829	7.19559172243708	7.44505077643797	7.70884405962161	7.85191670197383	7.21164993594894	7.52847587255674	7.53653567362023	7.37185911621591	7.30227662714276	7.27893741455292	7.21376348720647	C27A2.6	dsh-2	NM_062536	chrII	-	5078678	5081149	II	5078429	5081157	-	NM_062536.6	dsh-2	dsh-2	II	5081161	5078235	-1
809	WBGene00001105	1.15233103903407	1.06576681539797	1.47032827880988	1.06648773558024	1.04105644645733	1.0479484861207	0.912297662556568	1.05395535574152	0.985472399830213	0.984999916699541	1.05197304378599	1.08357594682212	1.09237776100366	1.00967361459529	Y41D4B.10	dsl-3	NM_067707	chrIV	+	1610456	1612877	IV	1610457	1612878	+	NM_067707.3	dsl-3	dsl-3	IV	1612915	1610419	1
810	WBGene00001106	1.72334843129629	1.75376255955621	1.79357807787903	1.85464446764066	1.98538331764289	1.82394676220905	1.95743315044694	1.83389388801047	1.85056653710835	1.84951356512726	1.83061137863949	1.65156929928728	1.74375259644109	1.82906715587484	F16B12.2	dsl-4	NM_077945	chrX	+	14090320	14095421	X	14090389	14095490	+	NM_077945.2	dsl-4	dsl-4	X	14095490	14090389	1
811	WBGene00001107	2.91371547789172	2.90183388180673	2.90492638592364	2.74133605513304	3.63555011172739	2.97214635080248	3.14851714705155	3.36584108605057	3.14025484658907	3.07877078712253	3.96719141684342	3.0055716913197	3.45621559550075	3.79643121467507	F58B3.8	dsl-5	NM_069790	chrIV	-	11619479	11620915	IV	11619502	11620938	-	NM_069790.1	dsl-5	dsl-5	IV	11620938	11619476	-1
812	WBGene00001108	2.28343826846557	2.21769440457647	2.76386026536207	2.58782836961208	2.22231356772315	2.30176759894182	2.1398634629011	2.55500718308141	2.6363748787246	2.46199248738067	2.49402382367682	2.4418891578588	2.46068933210176	2.39710922468766	H02I12.4	dsl-6	NM_069747	chrIV	-	11396824	11398269	IV	11396846	11398291	-	NM_069747.4	dsl-6	dsl-6	IV	11398317	11396788	-1
813	WBGene00001109	5.62041410221771	5.25028452609192	5.36996664857527	5.51289737942931	5.02842528238331	5.31731251479244	5.08124072391001	6.66751663382597	6.27478551345843	6.33545284863272	6.45212368038988	6.41344521453377	6.4479877279402	6.26735852479993	F15B9.9	dsl-7	NM_001028632	chrV	+	12993611	12994607	V	12993626	12994622	+	NM_001028632.1	dsl-7	dsl-7	V	12994622	12993180	1
814	WBGene00001110	7.2624639721075	7.14643262205722	7.12753725537636	7.04002723398309	7.52599956351831	7.59197486778434	7.29843619216152	6.03735342695717	6.16224038858909	6.34648517709901	6.41358024173009	6.40245233514218	6.27811540375214	6.43137909234952	F38B7.5	duo-1	NM_073530	chrV	+	11554619	11557920	V	11554637	11557938	+	NM_073530.7	duo-1	duo-1	V	11558126	11554637	1
815	WBGene00001113	10.333580446672	10.3632899599873	10.4665102712003	10.5375005769044	10.8857070125901	11.0222068147969	12.2492399454511	9.37959609353122	9.32420056045381	9.44429332704184	9.24939403075551	10.1312893933821	10.1162927551375	10.2741380891895	F25H8.5	dur-1	NM_001268516	chrIV	-	9923180	9923724	IV	9923201	9923745	-	NM_001268516.1	dur-1	dur-1	IV	9928223	9921961	-1
816	WBGene00001115	8.33640691523421	8.14059759040994	8.2518442973154	8.22300932120331	8.264232532001	8.34358375182222	8.43085686269384	8.18338218190366	8.27891757294194	8.3496002403151	8.08587979221106	8.30424293949207	8.80552558112216	8.55278028159925	F47G6.1	dyb-1	NM_058459	chrI	+	1483108	1490323	I	1483106	1490321	+	NM_058459.5	dyb-1	dyb-1	I	1491280	1483083	1
817	WBGene00001116	10.1220657689653	10.0110129744625	10.0419033831876	10.1227757148066	10.1863514438179	10.2885965454718	10.6521308715968	10.1989393658717	10.0602043942476	10.2745184419281	9.96448090765383	10.2117525395142	10.1754843044569	10.3125017589057	C33G3.1	dyc-1	NM_001029268,NM_171796	chrX	+	14050759	14063283	X	14050828	14063352	+	NM_001029268.3,NM_171796.3	dyc-1	dyc-1	X	14063875	14049535	1
818	WBGene00001117	7.36610300947874	7.37598997635455	7.26266691135608	7.37376734707416	7.59442699591602	7.41892464536859	7.39389482560895	8.07880296660709	8.16109752302311	7.98434620017173	8.10822387537275	7.71035272315365	8.06863718902968	7.95367800029221	F54C1.5	dyf-1	NM_182063	chrI	-	4989701	4993453	I	4989700	4993452	-	NM_182063.4	dyf-1	dyf-1	I	4994661	4989555	-1
819	WBGene00001118	7.8960168874381	8.02882128057738	8.10958702275981	8.11630950929656	8.05677674521813	7.87089664872025	8.19782241083258	8.42756355224017	8.72845585454182	8.2298192286062	8.3794886684957	8.75287175439222	8.92272483466899	9.1130197101316	ZK520.3	dyf-2	NM_001083187	chrIII	-	13674816	13678405	III	13674917	13678506	-	NM_001083187.2	dyf-2	dyf-2	III	13686445	13674881	-1
820	WBGene00001119	5.98454863640002	5.89300589628368	5.62954715106792	5.68227772633742	5.97507975606628	6.0544568445915	6.38760996825358	5.83509239698204	6.26960471430189	5.86341813630678	5.85700992271484	6.37979927528352	6.39769838839488	6.68435635627261	C04C3.5	dyf-3	NM_001026123	chrIV	-	3396648	3398610	IV	3396651	3398613	-	NM_001026123.1	dyf-3	dyf-3	IV	3399123	3396581	-1
821	WBGene00001121	6.26468330838023	6.61915780837601	6.38069776525685	6.60753544724745	6.60611117434586	6.32893563588554	6.4092129337118	6.98676693565554	7.06418354266607	6.4572088847711	7.30577120035427	6.85132648017842	7.01432100330771	6.91385065657702	M04C9.5	dyf-5	NM_001136314,NM_060092	chrI	+	9359145	9363997	I	9359153	9364005	+	NM_001136314.2,NM_060092.3	dyf-5	dyf-5	I	9364180	9359073	1
822	WBGene00001122	7.71430762511263	7.83927975193397	7.76343300496156	7.81967014118595	8.21586891455676	8.21372722312711	8.23553538312377	8.36692675434552	8.24715757841702	8.19565572948846	8.13954260141643	8.1051895437521	8.48580234319061	8.35316658468109	F46F6.4	dyf-6	NM_001083300,NM_001083301	chrX	-	10379874	10383510	X	10379934	10383570	-	NM_001083300.2,NM_001083301.2	dyf-6	dyf-6	X	10386508	10379700	-1
823	WBGene00001123	4.30910067525531	4.71194104531522	4.49398460882613	4.42756786166066	5.13272487304427	4.47458725078838	4.87322146819136	4.40127757565901	5.08410007593465	4.06747862311853	5.23730336660022	3.93953864219766	4.03383593741233	4.31550327803394	C43C3.3	dyf-7	NM_077229	chrX	+	9698622	9701118	X	9698680	9701176	+	NM_077229.4	dyf-7	dyf-7	X	9701600	9698678	1
824	WBGene00001127	6.85388925211417	6.62776226920461	6.75687290467448	6.56108136674022	7.11427962937936	7.08239084252292	7.18992071107016	7.45557308091174	7.54218296709537	7.37377049322516	7.42031101075289	7.69624484918474	7.82813960946143	7.99080491145594	C02H7.1	dyf-11	NM_075748	chrX	+	763768	766649	X	763769	766650	+	NM_075748.3	dyf-11	dyf-11	X	766733	763769	1
825	WBGene00001129	6.52949851421164	6.64397490999891	6.54506100520932	6.58161228882392	6.72188868474325	6.69433693914738	6.18598435828349	7.30494441948958	7.3631430449337	7.15457715199523	7.48048155526471	7.07735988849187	7.2921068936977	7.02005117796544	C27H5.7	dyf-13	NM_171020	chrII	-	7168787	7171114	II	7168828	7171155	-	NM_171020.4	dyf-13	dyf-13	II	7171355	7168817	-1
826	WBGene00001130	11.100221176909	11.0777237042671	11.0919654974007	11.1817611485239	10.905370769729	10.9468021298973	11.2941952689006	11.0019983553303	10.9734854292328	11.1300736577041	10.8161227249549	11.4346542383941	11.2943228305648	11.4078030556912	C02C6.1	dyn-1	NM_001029160	chrX	+	15568853	15572494	X	15568921	15572562	+	NM_001029160.2	dyn-1	dyn-1	X	15573693	15568916	1
827	WBGene00001131	12.1711520167801	12.164915962354	12.0802214197353	12.1578951651042	11.8395298706979	11.9396804757329	12.2568951953908	12.08633384545	12.0149812210445	11.9830622174169	11.7858953609893	12.4592675732533	12.3823475534256	12.2058892025148	F15D3.1	dys-1	NM_060545,NM_060546	chrI	-	11527068	11557783	I	11527077	11557792	-	NM_060545.5,NM_060546.6	dys-1	dys-1	I	11557792	11526918	-1
828	WBGene00001133	7.31894292019847	7.34736413578221	6.87278173408408	6.82805362814403	9.35882070712026	9.05412912983819	9.60128018657039	4.02098687153282	4.25618025780674	4.13590466724974	4.18456000924073	4.12223407108392	4.58834743894546	4.3850617876279	Y48B6A.4	eat-2	NM_064558	chrII	-	14166813	14171409	II	14166888	14171484	-	NM_064558.3	eat-2	eat-2	II	14171648	14166882	-1
829	WBGene00001134	10.3649312260142	10.267140520237	10.2363668715169	10.2375856313081	10.305725220606	10.1761315133915	9.8972490548302	10.1093174557349	9.86796578913226	10.2286887307624	10.0956003086827	9.92135490633765	9.75056474793458	9.90881835782262	D2013.5	eat-3	NM_063585	chrII	+	9324829	9329227	II	9324888	9329286	+	NM_063585.7	eat-3	eat-3	II	9329664	9324874	1
830	WBGene00001135	8.75246314633689	8.95671711646928	8.90321548167529	8.89589792222977	9.19235376974881	8.9303281368735	8.81723893913815	9.65832752343125	9.48629942958118	9.63116992266995	9.57028728264065	9.20470217022411	9.1576406101122	9.20643463678785	ZK512.6	eat-4	NM_066622	chrIII	+	9136839	9141292	III	9136916	9141369	+	NM_066622.4	eat-4	eat-4	III	9141822	9136916	1
831	WBGene00001136	3.94945234641715	4.26170361558617	3.87489672888212	4.06901779989818	6.25761180683229	6.27323909279727	5.92196959190023	4.05667537068562	4.15546707489978	3.89280269974509	4.56705621252105	3.98584800402704	3.46525793808379	3.71504293073933	F13G3.8	eat-5	NM_059667	chrI	-	7308704	7311732	I	7308706	7311734	-	NM_059667.6	eat-5	eat-5	I	7311939	7308603	-1
832	WBGene00001137	15.2002688433792	15.2225572431735	15.2040647731518	15.2399561953635	14.6215218741562	14.6753521519069	15.1010907180168	14.1228113253518	14.1727552934781	14.2059547206892	13.9950809744219	14.2798366945142	14.2376044930864	14.3835425871991	B0365.3	eat-6	NM_073868	chrV	-	13126631	13129972	V	13126646	13129987	-	NM_073868.3	eat-6	eat-6	V	13129995	13126407	-1
833	WBGene00001145	10.7957474557883	10.8230205523665	10.7957347098037	10.8432923901215	10.8398434780037	10.751600448227	10.8444825729936	10.9726856385402	10.8762248301969	10.8792186762087	10.9762902290748	11.0045542187277	10.9571499120511	11.1306204887	C16C2.2	eat-16	NM_170912	chrI	+	9722795	9724971	I	9722804	9724980	+	NM_170912.4	eat-16	eat-16	I	9726263	9722550	1
834	WBGene00001148	8.3817037147041	8.18876535358204	8.23994403877692	8.35583250421427	8.30600155469421	8.42331858545817	9.17223206749707	8.59735747829282	8.7746242570151	8.74293358495843	8.53649442003517	8.8706836635056	8.69475801243393	8.89243269661053	H30A04.1	eat-20	NM_001029569,NM_001029570,NR_002425	chrX	+	15516689	15523227	X	15516757	15523295	+	NM_001029569.2,NM_001029570.2,NR_002425.1	eat-20	eat-20	X	15524000	15516655	1
835	WBGene00001149	12.7803319158928	12.9369941792092	12.7109160716391	12.7434215080863	11.998418029364	11.8929395519631	12.0877816524354	11.0131494707983	11.6423867780834	11.1546294564071	11.1355802288582	11.3391023408038	11.1963656079982	11.2573517628486	K02A4.1	bcat-1	NM_077743	chrX	+	12877424	12879675	X	12877494	12879745	+	NM_077743.4	bcat-1	bcat-1	X	12880325	12877480	1
836	WBGene00001150	4.12881889187826	4.46410919507857	4.11345829446923	4.54460979325043	4.38185782698211	4.04897551385052	4.58059599089231	4.34746579964065	3.98369922451686	4.42921666946216	4.15044067840884	4.66443123167475	4.38014410672786	4.48135812251067	C29F3.1	ech-1	NM_074409	chrV	-	15357775	15360721	V	15357792	15360738	-	NM_074409.3	ech-1.1	ech-1.1	V	15360738	15357696	-1
837	WBGene00001151	7.87432832504894	7.91915355554017	7.9499499778193	7.91992272777953	7.73289108586514	7.70594123318291	7.26408592153328	7.69412742614319	7.49245537849794	7.70654961278765	7.80728783468298	7.76851527428433	7.8824204462429	7.71434655585484	F38H4.8	ech-2	NM_001268663,NM_001268664	chrIV	-	11855124	11856318	IV	11855147	11856341	-	NM_001268663.1,NM_001268664.1	ech-2	ech-2	IV	11856376	11854979	-1
838	WBGene00001152	7.8261421089415	7.86392134763224	7.58966220413266	7.71738795420032	7.45639102092338	7.44234999652234	7.18336502194319	7.96729050417526	7.81261004606877	7.78526402608542	7.89941920477003	7.92983481481674	7.76976074816003	7.96913544581532	F43H9.1	ech-3	NM_072665	chrV	+	8022355	8023229	V	8022375	8023249	+	NM_072665.5	ech-3	ech-3	V	8023308	8022294	1
839	WBGene00001153	9.54253736296814	9.43608906823168	9.62465041333093	9.64176484204795	9.4955873604149	9.38177455730873	9.80005827830568	9.69234462230095	9.36859692774577	9.66143502299662	9.83982449183281	10.0053194130696	9.90159640297522	9.73669327481948	R06F6.9	ech-4	NM_063929	chrII	+	10820973	10822223	II	10821032	10822282	+	NM_063929.6	ech-4	ech-4	II	10822694	10821031	1
840	WBGene00001154	8.44852169680194	8.4019382351939	8.58210211173746	8.63972913785039	8.08427639711779	8.23172078885351	8.24406181462493	7.98214011665144	7.99672545478678	7.96639611421261	8.11753996244098	7.72918010101958	7.74288562968262	7.39900816874624	F56B3.5	ech-5	NM_067592	chrIV	+	797024	799320	IV	797024	799320	+	NM_067592.4	ech-5	ech-5	IV	799855	797023	1
841	WBGene00001155	9.78857426119785	9.84989610843366	9.91586019347377	9.73027639228723	9.57341347102899	9.61049373517596	9.53519320825974	9.49475043230241	9.28441962249993	9.3837516657646	9.53644266063273	9.85831184839059	9.46669267276724	9.55678318635	T05G5.6	ech-6	NM_066755	chrIII	-	9751608	9752790	III	9751693	9752875	-	NM_066755.5	ech-6	ech-6	III	9752922	9751440	-1
842	WBGene00001156	4.92330513344381	4.94254903583311	4.68307424258947	5.01938388996905	5.1423796842211	4.62153111820764	4.99336586146238	7.36825168164209	7.7579587899706	8.4151592482796	7.52646941664497	8.15774903198102	8.15776347623606	8.11748522952319	Y105E8A.4	ech-7	NM_170936	chrI	-	14367606	14369760	I	14367619	14369773	-	NM_170936.3	ech-7	ech-7	I	14369773	14367579	-1
843	WBGene00001157	9.82652420788788	9.54877809180582	9.85286890906987	10.0212083064277	9.45184916969917	9.36514465598044	9.26602211865436	10.913183485587	10.2231672751115	10.6950323567574	10.6323245873454	10.3832837825356	10.291306355061	10.1249032561672	F01G10.2	ech-8	NM_069475	chrIV	-	10236677	10239092	IV	10236699	10239114	-	NM_069475.3	ech-8	ech-8	IV	10239114	10236629	-1
844	WBGene00001158	9.62105143723283	9.80564339321184	9.28412277663932	9.76246712611699	4.00927825959013	3.7967668180707	4.21067540493782	6.10293419810833	6.22978518304842	5.09362543604378	5.57737803743557	4.69628910169217	5.39410353348888	5.58129728780996	F01G10.3	ech-9	NM_069474	chrIV	-	10233614	10235288	IV	10233636	10235310	-	NM_069474.4	ech-9	ech-9	IV	10235329	10233320	-1
845	WBGene00001160	11.3910248559849	11.2774580024557	11.2875113003145	11.2451087451114	11.2344533727274	11.0447072703378	10.7641925220915	10.8350845158424	11.0462170614828	10.9510205463464	11.049261033285	11.1475411674698	11.0649491493725	11.0142631943148	F42A10.4	efk-1	NM_001027401,NM_001027402	chrIII	-	6165237	6168478	III	6165289	6168530	-	NM_001027401.2,NM_001027402.3	efk-1	efk-1	III	6168547	6164919	-1
846	WBGene00001161	7.50315469504451	7.62926487294241	7.54675117220206	7.52920904798503	7.55292603525241	7.55121646030349	7.87868465944858	7.45595706555226	7.23310659412015	7.35469715608982	7.4918106224639	7.54328422954563	7.51942902292257	7.48711212799391	Y102A5C.18	efl-1	NM_074888	chrV	-	16958928	16965649	V	16958952	16965673	-	NM_074888.5	efl-1	efl-1	V	16965681	16958590	-1
847	WBGene00001162	8.1230552212268	8.25536791074724	8.05028703325051	8.24350657999026	8.11061305841075	8.18399401356008	8.38650745821864	8.02193851600745	7.96917394753144	8.01386738676348	7.99640855250347	8.10653108315245	8.19774874077008	8.19034278001609	Y48C3A.17	efl-2	NM_001129186	chrII	+	13406090	13409557	II	13406160	13409627	+	NM_001129186.1	efl-2	efl-2	II	13411280	13406160	1
848	WBGene00001163	8.94090072830249	8.81600161193521	8.87955660174388	8.81725663683874	8.89281135229612	8.71984442177651	8.85216447569681	9.92266280173073	9.67665431901233	10.2086357611361	10.0307047582801	9.67764655331047	9.57485210202101	9.5796278305524	C43F9.8	efn-2	NM_069554	chrIV	+	10576369	10578007	IV	10576389	10578027	+	NM_069554.5	efn-2	efn-2	IV	10578286	10576350	1
849	WBGene00001164	0.192733721786569	0.15336858578852	0.349788826162904	0.187592790080926	0.558449083608959	0.177169137050745	0.441452703546154	0.0983411490831212	0.101064354553123	0.100892477886426	0.0978046331865733	0.106338478905251	0.108705345831565	0.109854015250718	F15A2.5	efn-3	NM_077849	chrX	-	13476033	13477375	X	13476101	13477443	-	NM_077849.3	efn-3	efn-3	X	13477456	13476101	-1
850	WBGene00001165	6.48331482465726	6.61568760720117	6.38380442645968	6.35727490317337	6.83124688259253	6.50014496313898	7.09734627463856	7.0023267994432	6.90541651943067	7.10093901754934	7.13307350904652	7.18576204405312	7.42141893884385	7.28487290969607	F56A11.3	efn-4	NM_067546	chrIV	+	559238	567846	IV	559238	567846	+	NM_067546.4	efn-4	efn-4	IV	568076	559238	1
851	WBGene00001166	10.6275972141553	10.5716748578655	10.5504941535195	10.5418506004412	10.3668197709848	10.378861412466	10.3668885623966	10.1413968397178	10.116209328693	10.1047889072436	10.0703798750882	10.01169086215	9.94818070662498	9.8634251137657	ZK328.2	eftu-2	NM_065907	chrIII	+	6009531	6012676	III	6009580	6012725	+	NM_065907.5	eftu-2	eftu-2	III	6012839	6009562	1
852	WBGene00001167	17.3014239037754	17.3247640016448	17.395524025029	17.2712842738326	16.9960790939922	17.0557308969383	17.2541700987902	16.6848331120061	16.9821783123476	16.8124295974821	16.7010804649794	16.9103390717251	16.9733263927951	17.0706455242506	F25H5.4	eef-2	NM_001264082	chrI	+	9163975	9166691	I	9163982	9166698	+	NM_001264082.1	eef-2	eef-2	I	9166952	9163531	1
853	WBGene00001168	16.1689795334958	16.1925826391609	16.302791032693	16.3116969019837	15.9190470524914	15.9611957400847	16.1955535626262	15.7610238160388	15.9249898865782	15.9810498401306	15.7467341622733	16.0033670178887	16.0302173948028	16.1175052187353	F31E3.5	eef-1A.1	NM_066119	chrIII	-	6970084	6971625	III	6970139	6971680	-	NM_066119.6	eef-1A.1	eef-1A.1	III	6972003	6970026	-1
854	WBGene00001169	13.7754376665898	13.8108810094108	13.8081181536201	13.9249995660848	13.8855674751014	13.9112903398502	14.5628646998692	13.0818381011613	13.0092808348904	13.355238063388	13.1220488975949	13.3898886880242	13.3043011915424	13.315740004926	R03G5.1	eef-1A.2	NM_182443	chrX	+	7823626	7824631	X	7823677	7824682	+	NM_182443.4	eef-1A.2	eef-1A.2	X	7825769	7823652	1
855	WBGene00001170	2.24522734671226	2.38787751207704	2.78054842591779	2.31166966574463	2.52827428000319	2.71178721367817	2.63804178373141	2.6749237337672	2.75747182175555	2.95454839828807	2.91684522289473	2.33984223704472	2.43478952916508	2.51965831983112	F23B12.9	egl-1	NM_074174	chrV	-	14431467	14432000	V	14431482	14432295	-	NM_074174.3	egl-1	egl-1	V	14432359	14431310	-1
856	WBGene00001171	8.92145808119826	8.87190604413408	8.85384001629379	8.89989806742145	8.97199050623884	8.88996044259102	8.86748428838469	9.66217287993334	9.53184112546971	9.50547568820688	9.46873497845912	9.71150712040075	9.6164491194667	9.61835302311317	F16B3.1	egl-2	NM_071001	chrV	-	1289696	1299208	V	1289696	1299208	-	NM_071001.4	egl-2	egl-2	V	1299332	1289373	-1
857	WBGene00001172	13.6624562878244	13.990422205418	13.8053327420597	13.8419004441724	13.903227194176	13.844327254785	14.5076009299633	14.1702931267566	14.3321252896722	14.2620733903181	14.0489052429778	14.2809742325941	14.5179678759473	14.5716206678922	C51E3.7	egl-3	NM_001269263	chrV	-	10169755	10172639	V	10169781	10172665	-	NM_001269263.1	egl-3	egl-3	V	10173753	10169177	-1
858	WBGene00001173	12.7603851658891	12.7510216398121	12.8468741989002	12.8584348320173	12.7795473210629	12.8303870154127	13.2719858428796	12.8368015238076	12.7812014292219	12.9197246569695	12.7606604520756	13.1167524229439	13.1055798321509	13.0926062573046	F55A8.2	egl-4	NM_001028053	chrIV	+	1873438	1879939	IV	1873438	1879939	+	NM_001028053.2	egl-4	egl-4	IV	1880591	1847968	1
859	WBGene00001174	8.82863863226908	8.8069790984477	8.83404635628021	8.77130569755533	8.64057465220968	8.68181090058967	8.96096596424259	9.85825914728202	9.70311891302546	10.0329109786514	9.67209699960358	9.63316859620524	9.87005166956972	9.8254351525624	C08C3.1	egl-5	NM_001025995,NM_001025996,NM_066296	chrIII	+	7814406	7816275	III	7814471	7816340	+	NM_001025995.2,NM_001025996.1,NM_066296.4	egl-5	egl-5	III	7817127	7814382	1
860	WBGene00001175	8.51183960833326	8.3540401320623	8.31757198500454	8.29565706002515	7.85852402597202	7.682752649901	7.4988234414866	8.20055306637974	8.15331995563992	8.35223806970984	8.33859348900104	7.4903071223594	7.87787507066198	7.76893161750454	C46F4.1	egl-6	NM_001270104	chrX	+	5932733	5934332	X	5932768	5934367	+	NM_001270104.1	egl-6	egl-6	X	5934684	5931122	1
861	WBGene00001177	12.1041222504988	12.0433046359847	12.0880902598588	11.9853536552657	11.7872074831812	11.8944364534001	12.0547151796437	12.1571138070581	12.2014051700127	12.1505345049877	12.0871465607445	12.5351732137671	12.5838748374506	12.7575891525173	B0348.4	egl-8	NM_001026177	chrV	+	21007	30441	V	21007	30441	+	NM_001026177.3	egl-8	egl-8	V	43971	20825	1
862	WBGene00001178	10.2455957189951	10.171811549207	10.1720272137282	10.0857924500553	10.4199963786495	10.2301902960027	10.4700671995094	10.3271039207417	10.4755837557013	10.470148527496	10.5174179158659	10.2828298439154	10.240004638518	10.1779317103024	F22E12.4	egl-9	NM_001028661,NM_001028662,NM_001028663,NM_001047640,NM_171533	chrV	+	10468502	10476440	V	10468525	10476463	+	NM_001028661.3,NM_001028662.1,NM_001028663.3,NM_001047640.2,NM_171533.4	egl-9	egl-9	V	10476952	10468411	1
